-0.9285,-0.71995,1
-3.2746,2.4436,1
0.50871,0.64457,1
0.59212,-1.3693,1
2.1432,-2.6496,1
-1.4012,0.73143,1
-1.0752,-0.94375,1
-0.26652,0.79366,1
-1.5436,-0.10377,1
-0.93854,-1.5054,1
0.30636,1.3604,1
-0.91351,-0.29203,1
0.4619,0.82578,1
-2.7482,0.86637,1
-1.9228,0.42743,1
1.7649,-1.7965,1
-4.4297,2.3129,1
-1.1589,-0.60859,1
-2.0733,1.956,1
-0.76247,2.0085,1
-2.4187,1.9154,1
0.080135,-2.4906,1
-0.86699,-0.74075,1
-1.6377,-0.70615,1
-0.50767,0.99647,1
-0.2164,-0.33898,1
-1.8215,1.1228,1
0.22566,-1.5855,1
1.5099,-1.6928,1
-3.0842,1.5408,1
0.018897,0.37829,1
2.8553,-2.033,1
1.0128,0.74914,1
0.23363,-2.6096,1
0.91203,0.28846,1
-1.3202,2.0031,1
-2.7949,2.22,1
2.0243,-0.4188,1
-1.0449,1.4226,1
-1.2049,0.65169,1
-0.062335,-0.46292,1
-0.31125,0.22351,1
-0.084717,-0.02929,1
0.81953,-0.070318,1
-1.7127,-1.548,1
-0.31175,0.56737,1
3.1976,-1.2626,1
-2.6381,-0.0065383,1
0.83059,0.23006,1
1.2897,0.25779,1
-2.1217,0.17088,1
-1.2116,0.3634,1
-2.5749,1.3961,1
-0.77938,0.66501,1
0.17264,0.18719,1
0.93522,-1.461,1
2.9133,0.56281,1
1.3326,-0.78301,1
-4.041,1.2752,1
1.5623,-1.8222,1
0.16824,-1.2368,1
0.64245,0.38564,1
0.68532,0.070298,1
1.2428,0.10452,1
1.437,-1.3034,1
0.29167,9.1508e-05,1
-2.4378,0.34751,1
-2.7398,3.0273,1
-0.14727,2.7124,1
0.63629,-1.4527,1
-1.8878,0.3651,1
2.3221,-1.6123,1
1.5693,-0.99653,1
-2.0956,1.1072,1
-1.7917,2.3818,1
-2.2196,-0.97006,1
0.71101,-1.0915,1
0.2408,-0.11368,1
2.2609,-1.1464,1
1.1749,-2.6536,1
-2.3502,0.32911,1
-0.3112,1.4856,1
1.4566,-1.59,1
-1.7777,1.3916,1
-1.1035,1.1645,1
0.68849,2.0478,1
0.7443,-2.4881,1
1.4341,-1.4111,1
0.93186,0.82013,1
1.8158,-0.33606,1
3.7732,-1.9307,1
1.8032,-0.60566,1
2.2755,-0.90367,1
-2.729,2.5761,1
3.9058,-1.304,1
-2.4164,0.84937,1
-0.73882,-0.089952,1
-3.5684,3.75,1
3.934,-2.6023,1
2.2029,-1.7299,1
4.0867,-3.1257,1
1.8764,0.64757,1
0.51806,2.5483,1
1.7174,-1.1383,1
1.5641,-1.7823,1
0.19576,0.0093306,1
3.2526,-2.0915,1
3.4212,-2.6076,1
-2.3724,1.9433,1
-1.0637,0.80998,1
-0.66689,-0.56723,1
1.9422,-1.0893,1
-0.12545,0.31449,1
0.19452,-1.1564,1
3.7425,-1.4145,1
1.2326,-1.9354,1
-0.9881,0.71857,1
-0.34618,-2.2752,1
5.0994,-2.406,1
-0.13394,-0.019465,1
1.1525,-0.65593,1
1.4623,-1.6148,1
-2.4607,1.8655,1
1.6609,-1.3558,1
-0.56804,-0.91993,1
2.1601,0.64187,1
-0.85874,1.1063,1
1.3553,-1.8941,1
-1.157,0.053406,1
0.84435,-1.1747,1
2.8283,-1.6845,1
1.8942,-1.2551,1
-1.2057,-0.071771,1
0.063273,-0.66395,1
-0.92397,-0.045796,1
1.7962,-3.2396,1
1.2936,-0.33096,1
0.50947,-0.26906,1
1.7887,-0.60191,1
-2.0219,-2.3253,1
-0.2328,-1.1355,1
1.14,-2.6202,1
-0.57186,1.1406,1
-3.8597,-0.33695,1
-0.51826,2.4112,1
-0.19857,-0.60087,1
-0.050055,-3.7087,1
1.4436,0.44647,1
-0.34925,1.093,1
-1.1799,0.48281,1
1.263,0.080857,1
2.8014,-2.0813,1
2.5161,-1.6142,1
1.2879,0.071645,1
-2.7193,1.8298,1
-1.2659,0.46998,1
0.80924,-0.071909,1
-0.74915,1.3365,1
-0.0062749,-2.6457,1
0.52259,-1.6834,1
2.3715,-1.8228,1
1.4296,-0.046764,1
1.9765,-2.2085,1
2.2282,-1.5369,1
2.416,-0.8482,1
1.4592,-0.86244,1
3.0247,-3.1606,1
0.70035,-1.647,1
2.4389,-0.73789,1
-0.078812,0.59574,1
2.0427,-0.50478,1
0.6545,-1.4273,1
-1.1581,-0.61958,1
-1.5689,-0.080092,1
0.64904,0.39712,1
-0.0050745,1.1503,1
-3.7833,2.1557,1
4.9673,-4.0825,1
3.0746,-0.39152,1
-0.68355,1.8425,1
-0.41489,0.77079,1
-2.4147,1.1317,1
2.9893,0.10276,1
1.9407,-0.87952,1
0.78831,0.53252,1
4.3693,-1.1772,1
2.53,-2.2324,1
0.23991,1.2389,1
-2.5213,1.8687,1
-3.3419,1.0131,1
-0.97973,-0.046549,1
-1.2092,1.1348,1
4.2635,-4.2237,1
2.7223,-2.3942,1
0.093336,-0.75105,1
0.95563,-1.3455,1
0.96633,-1.6929,1
1.1185,0.44635,1
0.15745,-1.1178,1
-2.0962,0.15901,1
0.77057,0.25245,1
0.11589,-0.082567,1
-0.53342,0.38966,1
1.87,0.46349,1
1.0434,1.5701,1
-1.3581,0.2382,1
1.3385,1.4294,1
2.8303,-0.83156,1
1.6986,-0.043245,1
-3.1738,2.3138,1
-3.2087,2.6664,1
-2.2965,-0.46385,1
0.37898,0.99203,1
